t_s,T_K,e_Pa,Sw,Si,Ncloud,Nice,r_cloud_m,r_ice_m,drcloud_dt,drice_dt,qcloud,qice,cond_rate_kgm3s,dep_rate_kgm3s,latent_heating_Ks,dT_dt_Ks,ice_active
1.2,273.09000000000003,580.5018282994688,-0.04606324169637945,-0.04543058248304671,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
1.3,273.08500000000004,580.4911997071202,-0.0457343526564149,-0.04505475728179963,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
1.4000000000000001,273.08000000000004,580.4805711147717,-0.0454053363097055,-0.044678769879672044,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
1.5000000000000002,273.07500000000005,580.4699425224231,-0.04507619260189757,-0.04430262020082391,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
1.6000000000000003,273.07000000000005,580.4593139300746,-0.04474692147861247,-0.04392630816938396,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
1.7000000000000004,273.06500000000005,580.448685337726,-0.044417522885446446,-0.043549833709439,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
1.8000000000000005,273.06000000000006,580.4380567453775,-0.04408799676797039,-0.043173196745034,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
1.9000000000000006,273.05500000000006,580.4274281530289,-0.043758343071729704,-0.042796397200186104,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.0000000000000004,273.05000000000007,580.4167995606804,-0.04342856174224442,-0.04241943499886542,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.1000000000000005,273.0450000000001,580.4061709683318,-0.04309865272500941,-0.042042310065004494,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.2000000000000006,273.0400000000001,580.3955423759833,-0.04276861596549415,-0.04166502232250224,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.3000000000000007,273.0350000000001,580.3849137836347,-0.04243845140914276,-0.0412875716952166,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.400000000000001,273.0300000000001,580.3742851912862,-0.04210815900137394,-0.040909958106968444,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.500000000000001,273.0250000000001,580.3636565989376,-0.041777738687581,-0.040532181481537415,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.600000000000001,273.0200000000001,580.353028006589,-0.041447190413131836,-0.04015424174267002,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.700000000000001,273.0150000000001,580.3423994142405,-0.04111651412336871,-0.039776138814064145,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.800000000000001,273.0100000000001,580.331770821892,-0.04078570976360901,-0.039397872619394946,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
2.9000000000000012,273.0050000000001,580.3211422295434,-0.04045477727914431,-0.03901944308228547,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.0000000000000013,273.0000000000001,580.3105136371948,-0.040123716615240515,-0.03864085012632558,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.1000000000000014,272.9950000000001,580.2998850448463,-0.039792527717138454,-0.03826209367507376,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.2000000000000015,272.9900000000001,580.2892564524977,-0.03946121053005343,-0.037883173652034814,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.3000000000000016,272.9850000000001,580.2786278601492,-0.0391297649991751,-0.0375040899806885,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.4000000000000017,272.98000000000013,580.2679992678006,-0.038798191069667594,-0.03712484258447153,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.5000000000000018,272.97500000000014,580.2573706754521,-0.03846648868666952,-0.036745431386785404,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.600000000000002,272.97000000000014,580.2467420831035,-0.038134657795294145,-0.036365856310977634,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.700000000000002,272.96500000000015,580.236113490755,-0.03780269834062918,-0.03598611728037464,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.800000000000002,272.96000000000015,580.2254848984064,-0.03747061026773643,-0.0356062142182661,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
3.900000000000002,272.95500000000015,580.2148563060579,-0.03713839352165267,-0.0352261470478893,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.000000000000002,272.95000000000016,580.2042277137093,-0.03680604804738837,-0.034845915692447486,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.100000000000001,272.94500000000016,580.1935991213608,-0.03647357378992914,-0.03446552007511201,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.200000000000001,272.94000000000017,580.1829705290122,-0.03614097069423461,-0.03408496011901254,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.300000000000001,272.9350000000002,580.1723419366637,-0.035808238705238825,-0.03370423574722946,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.4,272.9300000000002,580.1617133443151,-0.03547537776784999,-0.03332334688282555,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.5,272.9250000000002,580.1510847519666,-0.03514238782695106,-0.03294229344880093,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.6,272.9200000000002,580.140456159618,-0.03480926882739916,-0.03256107536814083,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.699999999999999,272.9150000000002,580.1298275672694,-0.03447602071402574,-0.03217969256377474,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.799999999999999,272.9100000000002,580.1191989749209,-0.03414264343163641,-0.03179814495859027,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.899999999999999,272.9050000000002,580.1085703825723,-0.03380913692501126,-0.03141643247545999,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
4.999999999999998,272.9000000000002,580.0979417902238,-0.03347550113890472,-0.031034555037194187,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.099999999999998,272.8950000000002,580.0873131978752,-0.03314173601804529,-0.030652512566574298,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.1999999999999975,272.8900000000002,580.0766846055267,-0.03280784150713597,-0.030270304986332822,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.299999999999997,272.8850000000002,580.0660560131781,-0.03247381755085346,-0.029887932219184263,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.399999999999997,272.8800000000002,580.0554274208296,-0.03213966409384964,-0.029505394187786808,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.4999999999999964,272.8750000000002,580.044798828481,-0.031805381080749734,-0.029122690814770286,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.599999999999996,272.87000000000023,580.0341702361325,-0.03147096845615372,-0.028739822022708878,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.699999999999996,272.86500000000024,580.0235416437839,-0.031136426164635463,-0.02835678773415781,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.799999999999995,272.86000000000024,580.0129130514354,-0.03080175415074303,-0.027973587871616596,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.899999999999995,272.85500000000025,580.0022844590868,-0.03046695235899887,-0.027590222357563227,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
5.999999999999995,272.85000000000025,579.9916558667383,-0.030132020733899624,-0.027206691114419347,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.099999999999994,272.84500000000025,579.9810272743897,-0.02979695921991556,-0.026822994064583973,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.199999999999994,272.84000000000026,579.9703986820412,-0.02946176776149147,-0.026439131130399886,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.299999999999994,272.83500000000026,579.9597700896926,-0.029126446303046498,-0.02605510223417979,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.399999999999993,272.83000000000027,579.949141497344,-0.02879099478897355,-0.025670907298207434,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.499999999999993,272.8250000000003,579.9385129049955,-0.028455413163639486,-0.025286546244708576,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.5999999999999925,272.8200000000003,579.9278843126469,-0.02811970137138565,-0.024902018995877188,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.699999999999992,272.8150000000003,579.9172557202984,-0.027783859356527118,-0.024517325473879557,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.799999999999992,272.8100000000003,579.9066271279498,-0.027447887063353264,-0.02413246560081586,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.8999999999999915,272.8050000000003,579.8959985356013,-0.027111784436127526,-0.02374743929877984,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
6.999999999999991,272.8000000000003,579.8853699432527,-0.026775551419087055,-0.023362246489801668,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.099999999999991,272.7950000000003,579.8747413509042,-0.026439187956443063,-0.022976887095888292,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.19999999999999,272.7900000000003,579.8641127585556,-0.02610269399238117,-0.02259136103898637,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.29999999999999,272.7850000000003,579.8534841662071,-0.02576606947106049,-0.022205668241029604,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.39999999999999,272.7800000000003,579.8428555738585,-0.025429314336614522,-0.021819808623891365,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.499999999999989,272.7750000000003,579.83222698151,-0.025092428533150416,-0.021433782109421762,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.599999999999989,272.7700000000003,579.8215983891614,-0.024755412004749507,-0.021047588619414054,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.699999999999989,272.7650000000003,579.8109697968129,-0.024418264695466742,-0.02066122807563786,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.799999999999988,272.76000000000033,579.8003412044643,-0.024080986549331423,-0.02027470039982357,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.899999999999988,272.75500000000034,579.7897126121157,-0.02374357751034645,-0.01988800551364575,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
7.999999999999988,272.75000000000034,579.7790840197672,-0.023406037522488668,-0.01950114333874985,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.099999999999987,272.74500000000035,579.7684554274186,-0.023068366529708687,-0.019114113796749172,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.199999999999987,272.74000000000035,579.7578268350701,-0.02273056447593141,-0.018726916809200002,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.299999999999986,272.73500000000035,579.7471982427215,-0.022392631305055304,-0.018339552297643814,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.399999999999986,272.73000000000036,579.736569650373,-0.022054566960952725,-0.017952020183558202,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.499999999999986,272.72500000000036,579.7259410580244,-0.021716371387469558,-0.017564320388391577,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.599999999999985,272.72000000000037,579.7153124656759,-0.021378044528425944,-0.017176452833556576,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.699999999999985,272.7150000000004,579.7046838733273,-0.02103958632761572,-0.016788417440419243,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.799999999999985,272.7100000000004,579.6940552809788,-0.020700996728806376,-0.016400214130309607,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.899999999999984,272.7050000000004,579.6834266886302,-0.020362275675739266,-0.016011842824518268,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
8.999999999999984,272.7000000000004,579.6727980962817,-0.02002342311212957,-0.01562330344429619,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.099999999999984,272.6950000000004,579.6621695039331,-0.01968443898166631,-0.015234595910851061,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.199999999999983,272.6900000000004,579.6515409115846,-0.019345323228011732,-0.014845720145358501,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.299999999999983,272.6850000000004,579.640912319236,-0.019006075794802273,-0.01445667606894359,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.399999999999983,272.6800000000004,579.6302837268875,-0.018666696625648165,-0.014067463602705598,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.499999999999982,272.6750000000004,579.6196551345389,-0.018327185664132842,-0.013678082667686916,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.599999999999982,272.6700000000004,579.6090265421903,-0.017987542853813883,-0.013288533184908108,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.699999999999982,272.6650000000004,579.5983979498418,-0.017647768138222625,-0.012898815075338535,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.799999999999981,272.6600000000004,579.5877693574932,-0.017307861460863383,-0.012508928259905475,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.89999999999998,272.6550000000004,579.5771407651447,-0.016967822765214774,-0.012118872659509592,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
9.99999999999998,272.65000000000043,579.5665121727961,-0.016627651994728758,-0.011728648195004295,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.09999999999998,272.64500000000044,579.5558835804476,-0.016287349092830996,-0.01133825478719951,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.19999999999998,272.64000000000044,579.545254988099,-0.015946914002920847,-0.010947692356863964,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.29999999999998,272.63500000000045,579.5346263957505,-0.015606346668370966,-0.010556960824733027,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.399999999999979,272.63000000000045,579.5239978034019,-0.015265647032528067,-0.010166060111504496,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.499999999999979,272.62500000000045,579.5133692110534,-0.014924815038711759,-0.009774990137828584,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.599999999999978,272.62000000000046,579.5027406187048,-0.014583850630215866,-0.009383750824321732,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.699999999999978,272.61500000000046,579.4921120263563,-0.01424275375030728,-0.008992342091556405,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.799999999999978,272.61000000000047,579.4814834340077,-0.013901524342226704,-0.008600763860063372,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.899999999999977,272.6050000000005,579.4708548416592,-0.01356016234918826,-0.008209016050337085,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
10.999999999999977,272.6000000000005,579.4602262493106,-0.013218667714379484,-0.007817098582833745,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.099999999999977,272.5950000000005,579.449597656962,-0.012877040380961683,-0.007425011377962593,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.199999999999976,272.5900000000005,579.4389690646135,-0.012535280292069172,-0.007032754356097862,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.299999999999976,272.5850000000005,579.428340472265,-0.012193387390810016,-0.00664032743757761,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.399999999999975,272.5800000000005,579.4177118799164,-0.011851361620265835,-0.006247730542687257,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.499999999999975,272.5750000000005,579.4070832875678,-0.011509202923491403,-0.005854963591682588,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.599999999999975,272.5700000000005,579.3964546952193,-0.01116691124351502,-0.00546202650478124,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.699999999999974,272.5650000000005,579.3858261028707,-0.010824486523338507,-0.005068919202150457,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.799999999999974,272.5600000000005,579.3751975105222,-0.010481928705937183,-0.004675641603921608,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.899999999999974,272.5550000000005,579.3645689181736,-0.010139237734259095,-0.004282193630190771,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
11.999999999999973,272.5500000000005,579.3539403258251,-0.009796413551226534,-0.00388857520100725,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.099999999999973,272.5450000000005,579.3433117334765,-0.009453456099734298,-0.003494786236384439,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.199999999999973,272.54000000000053,579.332683141128,-0.009110365322651413,-0.0031008266562891,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.299999999999972,272.53500000000054,579.3220545487794,-0.008767141162819386,-0.0027066963806618113,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.399999999999972,272.53000000000054,579.3114259564309,-0.008423783563053535,-0.0023123953293781342,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.499999999999972,272.52500000000055,579.3007973640823,-0.008080292466142216,-0.0019179234223014765,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.599999999999971,272.52000000000055,579.2901687717338,-0.007736667814847583,-0.0015232805792342735,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.69999999999997,272.51500000000055,579.2795401793852,-0.00739290955190421,-0.0011284667199521561,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.79999999999997,272.51000000000056,579.2689115870367,-0.007049017620020643,-0.0007334817641761579,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.89999999999997,272.50500000000056,579.2582829946881,-0.006704991961878601,-0.0003383256316014729,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
12.99999999999997,272.50000000000057,579.2476544023395,-0.00636083252013239,5.700175812782515e-05,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.09999999999997,272.4950000000006,579.237025809991,-0.006016539237410439,0.0004525004854011636,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.199999999999969,272.4900000000006,579.2263972176424,-0.005672112056313736,0.0008481706306554189,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.299999999999969,272.4850000000006,579.2157686252939,-0.005327550919416592,0.0012440122743574513,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.399999999999968,272.4800000000006,579.2051400329453,-0.004982855769266824,0.0016400254970355868,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.499999999999968,272.4750000000006,579.1945114405968,-0.004638026548384966,0.002036210379227099,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.599999999999968,272.4700000000006,579.1838828482482,-0.004293063199264838,0.002432567001538062,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.699999999999967,272.4650000000006,579.1732542558997,-0.003947965664373536,0.0028290954445972863,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.799999999999967,272.4600000000006,579.1626256635511,-0.003602733886151417,0.0032257957890922256,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.899999999999967,272.4550000000006,579.1519970712026,-0.0032573678070113125,0.003622668115725764,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
13.999999999999966,272.4500000000006,579.141368478854,-0.0029118673693396815,0.004019712505273318,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
14.099999999999966,272.4450000000006,579.1307398865055,-0.002566232515496209,0.004416929038515852,0.0,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0
